"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"400",0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,11,0,0,0,0,0,0,0,0,12,0,0,6,0,5
"401",0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,11,0,0,0,0,0,0,0,0,12,0,0,6,0
"402",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,11,0,0,0,0,0,0,0,0,12,0,0,6
"403",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,11,0,0,0,0,0,0,0,0,12,0,0
"404",0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,11,0,0,0,0,0,0,0,0,12,0
"405",10,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,11,0,0,0,0,0,0,0,0,12
"406",0,10,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,11,0,0,0,0,0,0,0,0
"407",1,0,10,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,11,0,0,0,0,0,0,0
"408",3,1,0,10,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,11,0,0,0,0,0,0
"409",0,3,1,0,10,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,11,0,0,0,0,0
"410",0,0,3,1,0,10,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,11,0,0,0,0
"411",7,0,0,3,1,0,10,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,11,0,0,0
"412",1,7,0,0,3,1,0,10,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,11,0,0
"413",2,1,7,0,0,3,1,0,10,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,11,0
"414",0,2,1,7,0,0,3,1,0,10,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,11
"415",0,0,2,1,7,0,0,3,1,0,10,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
"416",0,0,0,2,1,7,0,0,3,1,0,10,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
"417",7,0,0,0,2,1,7,0,0,3,1,0,10,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"418",0,7,0,0,0,2,1,7,0,0,3,1,0,10,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
"419",0,0,7,0,0,0,2,1,7,0,0,3,1,0,10,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
"420",6,0,0,7,0,0,0,2,1,7,0,0,3,1,0,10,0,0,0,0,0,0,0,1,1,0,0,0,0,1
"421",0,6,0,0,7,0,0,0,2,1,7,0,0,3,1,0,10,0,0,0,0,0,0,0,1,1,0,0,0,0
"422",0,0,6,0,0,7,0,0,0,2,1,7,0,0,3,1,0,10,0,0,0,0,0,0,0,1,1,0,0,0
"423",0,0,0,6,0,0,7,0,0,0,2,1,7,0,0,3,1,0,10,0,0,0,0,0,0,0,1,1,0,0
"424",0,0,0,0,6,0,0,7,0,0,0,2,1,7,0,0,3,1,0,10,0,0,0,0,0,0,0,1,1,0
"425",0,0,0,0,0,6,0,0,7,0,0,0,2,1,7,0,0,3,1,0,10,0,0,0,0,0,0,0,1,1
"426",0,0,0,0,0,0,6,0,0,7,0,0,0,2,1,7,0,0,3,1,0,10,0,0,0,0,0,0,0,1
"427",0,0,0,0,0,0,0,6,0,0,7,0,0,0,2,1,7,0,0,3,1,0,10,0,0,0,0,0,0,0
"428",0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,2,1,7,0,0,3,1,0,10,0,0,0,0,0,0
"429",0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,2,1,7,0,0,3,1,0,10,0,0,0,0,0
"430",0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,2,1,7,0,0,3,1,0,10,0,0,0,0
"431",0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,2,1,7,0,0,3,1,0,10,0,0,0
"432",10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,2,1,7,0,0,3,1,0,10,0,0
"433",0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,2,1,7,0,0,3,1,0,10,0
"434",17,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,2,1,7,0,0,3,1,0,10
"435",0,17,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,2,1,7,0,0,3,1,0
"436",1,0,17,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,2,1,7,0,0,3,1
"437",0,1,0,17,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,2,1,7,0,0,3
"438",0,0,1,0,17,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,2,1,7,0,0
"439",0,0,0,1,0,17,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,2,1,7,0
"440",0,0,0,0,1,0,17,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,2,1,7
"441",0,0,0,0,0,1,0,17,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,2,1
"442",0,0,0,0,0,0,1,0,17,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,2
"443",0,0,0,0,0,0,0,1,0,17,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0
"444",7,0,0,0,0,0,0,0,1,0,17,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0
"445",1,7,0,0,0,0,0,0,0,1,0,17,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0
"446",0,1,7,0,0,0,0,0,0,0,1,0,17,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7
"447",0,0,1,7,0,0,0,0,0,0,0,1,0,17,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"448",0,0,0,1,7,0,0,0,0,0,0,0,1,0,17,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0
"449",0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,17,0,10,0,0,0,0,0,0,0,0,0,0,0,6
"450",0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,17,0,10,0,0,0,0,0,0,0,0,0,0,0
"451",0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,17,0,10,0,0,0,0,0,0,0,0,0,0
"452",0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,17,0,10,0,0,0,0,0,0,0,0,0
"453",0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,17,0,10,0,0,0,0,0,0,0,0
"454",0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,17,0,10,0,0,0,0,0,0,0
"455",0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,17,0,10,0,0,0,0,0,0
"456",0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,17,0,10,0,0,0,0,0
"457",8,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,17,0,10,0,0,0,0
"458",0,8,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,17,0,10,0,0,0
"459",16,0,8,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,17,0,10,0,0
"460",7,16,0,8,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,17,0,10,0
"461",0,7,16,0,8,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,17,0,10
"462",6,0,7,16,0,8,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,17,0
"463",0,6,0,7,16,0,8,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,17
"464",0,0,6,0,7,16,0,8,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0
"465",0,0,0,6,0,7,16,0,8,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1
"466",0,0,0,0,6,0,7,16,0,8,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0
"467",0,0,0,0,0,6,0,7,16,0,8,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0
"468",0,0,0,0,0,0,6,0,7,16,0,8,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0
"469",0,0,0,0,0,0,0,6,0,7,16,0,8,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
"470",0,0,0,0,0,0,0,0,6,0,7,16,0,8,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0
"471",0,0,0,0,0,0,0,0,0,6,0,7,16,0,8,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0
"472",0,0,0,0,0,0,0,0,0,0,6,0,7,16,0,8,0,0,0,0,0,0,0,0,0,0,0,1,7,0
"473",0,0,0,0,0,0,0,0,0,0,0,6,0,7,16,0,8,0,0,0,0,0,0,0,0,0,0,0,1,7
"474",0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,16,0,8,0,0,0,0,0,0,0,0,0,0,0,1
"475",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,16,0,8,0,0,0,0,0,0,0,0,0,0,0
"476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,16,0,8,0,0,0,0,0,0,0,0,0,0
"477",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,16,0,8,0,0,0,0,0,0,0,0,0
"478",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,16,0,8,0,0,0,0,0,0,0,0
"479",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,16,0,8,0,0,0,0,0,0,0
"480",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,16,0,8,0,0,0,0,0,0
"481",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,16,0,8,0,0,0,0,0
"482",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,16,0,8,0,0,0,0
"483",0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,16,0,8,0,0,0
"484",0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,16,0,8,0,0
"485",0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,16,0,8,0
"486",0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,16,0,8
"487",0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,16,0
"488",0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,16
"489",0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7
"490",3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"491",0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"492",0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"493",1,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"494",0,1,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"495",0,0,1,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"496",0,0,0,1,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"497",0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"498",0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0
"499",0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
"500",0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
"501",0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0
"502",0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0
"503",0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0
"504",0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
"505",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0
"506",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1
"507",10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0
"508",0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,3,0,0,0
"509",0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,3,0,0
"510",0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,3,0
"511",0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,3
"512",0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0
"513",0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0
"514",0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0
"515",0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0
"516",0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0
"517",0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
"518",0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
"519",1,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
"520",0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"521",0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"522",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"523",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0
"524",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0
"525",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0
"526",2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0
"527",0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0
"528",0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0
"529",12,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0
"530",0,12,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0
"531",16,0,12,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0
"532",0,16,0,12,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0
"533",0,0,16,0,12,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0
"534",2,0,0,16,0,12,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,1
"535",16,2,0,0,16,0,12,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0
"536",10,16,2,0,0,16,0,12,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10
"537",4,10,16,2,0,0,16,0,12,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"538",1,4,10,16,2,0,0,16,0,12,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"539",0,1,4,10,16,2,0,0,16,0,12,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"540",0,0,1,4,10,16,2,0,0,16,0,12,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"541",0,0,0,1,4,10,16,2,0,0,16,0,12,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0
"542",0,0,0,0,1,4,10,16,2,0,0,16,0,12,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0
"543",7,0,0,0,0,1,4,10,16,2,0,0,16,0,12,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0
"544",1,7,0,0,0,0,1,4,10,16,2,0,0,16,0,12,0,0,2,0,0,1,1,0,0,1,0,0,0,0
"545",0,1,7,0,0,0,0,1,4,10,16,2,0,0,16,0,12,0,0,2,0,0,1,1,0,0,1,0,0,0
"546",0,0,1,7,0,0,0,0,1,4,10,16,2,0,0,16,0,12,0,0,2,0,0,1,1,0,0,1,0,0
"547",4,0,0,1,7,0,0,0,0,1,4,10,16,2,0,0,16,0,12,0,0,2,0,0,1,1,0,0,1,0
"548",0,4,0,0,1,7,0,0,0,0,1,4,10,16,2,0,0,16,0,12,0,0,2,0,0,1,1,0,0,1
"549",1,0,4,0,0,1,7,0,0,0,0,1,4,10,16,2,0,0,16,0,12,0,0,2,0,0,1,1,0,0
"550",3,1,0,4,0,0,1,7,0,0,0,0,1,4,10,16,2,0,0,16,0,12,0,0,2,0,0,1,1,0
"551",0,3,1,0,4,0,0,1,7,0,0,0,0,1,4,10,16,2,0,0,16,0,12,0,0,2,0,0,1,1
"552",3,0,3,1,0,4,0,0,1,7,0,0,0,0,1,4,10,16,2,0,0,16,0,12,0,0,2,0,0,1
"553",0,3,0,3,1,0,4,0,0,1,7,0,0,0,0,1,4,10,16,2,0,0,16,0,12,0,0,2,0,0
"554",1,0,3,0,3,1,0,4,0,0,1,7,0,0,0,0,1,4,10,16,2,0,0,16,0,12,0,0,2,0
"555",1,1,0,3,0,3,1,0,4,0,0,1,7,0,0,0,0,1,4,10,16,2,0,0,16,0,12,0,0,2
"556",0,1,1,0,3,0,3,1,0,4,0,0,1,7,0,0,0,0,1,4,10,16,2,0,0,16,0,12,0,0
"557",1,0,1,1,0,3,0,3,1,0,4,0,0,1,7,0,0,0,0,1,4,10,16,2,0,0,16,0,12,0
"558",0,1,0,1,1,0,3,0,3,1,0,4,0,0,1,7,0,0,0,0,1,4,10,16,2,0,0,16,0,12
"559",0,0,1,0,1,1,0,3,0,3,1,0,4,0,0,1,7,0,0,0,0,1,4,10,16,2,0,0,16,0
"560",0,0,0,1,0,1,1,0,3,0,3,1,0,4,0,0,1,7,0,0,0,0,1,4,10,16,2,0,0,16
"561",0,0,0,0,1,0,1,1,0,3,0,3,1,0,4,0,0,1,7,0,0,0,0,1,4,10,16,2,0,0
"562",0,0,0,0,0,1,0,1,1,0,3,0,3,1,0,4,0,0,1,7,0,0,0,0,1,4,10,16,2,0
"563",0,0,0,0,0,0,1,0,1,1,0,3,0,3,1,0,4,0,0,1,7,0,0,0,0,1,4,10,16,2
"564",0,0,0,0,0,0,0,1,0,1,1,0,3,0,3,1,0,4,0,0,1,7,0,0,0,0,1,4,10,16
"565",0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,3,1,0,4,0,0,1,7,0,0,0,0,1,4,10
"566",0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,3,1,0,4,0,0,1,7,0,0,0,0,1,4
"567",8,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,3,1,0,4,0,0,1,7,0,0,0,0,1
"568",0,8,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,3,1,0,4,0,0,1,7,0,0,0,0
"569",0,0,8,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,3,1,0,4,0,0,1,7,0,0,0
"570",0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,3,1,0,4,0,0,1,7,0,0
"571",0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,3,1,0,4,0,0,1,7,0
"572",2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,3,1,0,4,0,0,1,7
"573",3,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,3,1,0,4,0,0,1
"574",0,3,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,3,1,0,4,0,0
"575",0,0,3,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,3,1,0,4,0
"576",9,0,0,3,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,3,1,0,4
"577",4,9,0,0,3,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,3,1,0
"578",0,4,9,0,0,3,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,3,1
"579",15,0,4,9,0,0,3,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,3
"580",0,15,0,4,9,0,0,3,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0
"581",0,0,15,0,4,9,0,0,3,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3
"582",1,0,0,15,0,4,9,0,0,3,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"583",0,1,0,0,15,0,4,9,0,0,3,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,1,1
"584",3,0,1,0,0,15,0,4,9,0,0,3,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,1
"585",0,3,0,1,0,0,15,0,4,9,0,0,3,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0
"586",1,0,3,0,1,0,0,15,0,4,9,0,0,3,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1
"587",0,1,0,3,0,1,0,0,15,0,4,9,0,0,3,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"588",8,0,1,0,3,0,1,0,0,15,0,4,9,0,0,3,2,0,0,0,0,8,0,0,0,0,0,0,0,0
"589",0,8,0,1,0,3,0,1,0,0,15,0,4,9,0,0,3,2,0,0,0,0,8,0,0,0,0,0,0,0
"590",11,0,8,0,1,0,3,0,1,0,0,15,0,4,9,0,0,3,2,0,0,0,0,8,0,0,0,0,0,0
"591",0,11,0,8,0,1,0,3,0,1,0,0,15,0,4,9,0,0,3,2,0,0,0,0,8,0,0,0,0,0
"592",0,0,11,0,8,0,1,0,3,0,1,0,0,15,0,4,9,0,0,3,2,0,0,0,0,8,0,0,0,0
"593",1,0,0,11,0,8,0,1,0,3,0,1,0,0,15,0,4,9,0,0,3,2,0,0,0,0,8,0,0,0
"594",0,1,0,0,11,0,8,0,1,0,3,0,1,0,0,15,0,4,9,0,0,3,2,0,0,0,0,8,0,0
"595",0,0,1,0,0,11,0,8,0,1,0,3,0,1,0,0,15,0,4,9,0,0,3,2,0,0,0,0,8,0
"596",1,0,0,1,0,0,11,0,8,0,1,0,3,0,1,0,0,15,0,4,9,0,0,3,2,0,0,0,0,8
"597",0,1,0,0,1,0,0,11,0,8,0,1,0,3,0,1,0,0,15,0,4,9,0,0,3,2,0,0,0,0
"598",0,0,1,0,0,1,0,0,11,0,8,0,1,0,3,0,1,0,0,15,0,4,9,0,0,3,2,0,0,0
